Date,Province,Vac Allocated AstraZeneca 1,Vac Allocated AstraZeneca 2,Vac Allocated Sinovac 1,Vac Allocated Sinovac 2,Vac Given,Vac Given 1 Cum,Vac Given 2 %,Vac Given 2 Cum,Vac Given AstraZeneca,Vac Given AstraZeneca Cum,Vac Given Cum,Vac Given Sinopharm,Vac Given Sinopharm Cum,Vac Given Sinovac,Vac Given Sinovac Cum,Vac Group Medical Staff 1 Cum,Vac Group Medical Staff 2 Cum,Vac Group Other Frontline Staff 1 Cum,Vac Group Other Frontline Staff 2 Cum,Vac Group Over 60 1 Cum,Vac Group Over 60 2 Cum,Vac Group Risk: Disease 1 Cum,Vac Group Risk: Disease 2 Cum,Vac Group Risk: Location 1 Cum,Vac Group Risk: Location 2 Cum
2021-04-06,Satun,0.0,0.0,900.0,900.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Sing Buri,0.0,0.0,900.0,900.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Sisaket,0.0,0.0,1000.0,1000.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Songkhla,0.0,0.0,2520.0,2520.0,80.0,1092.0,0.0,0.0,0.0,0.0,1095.0,0.0,0.0,80.0,1095.0,1012.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Sukhothai,0.0,0.0,900.0,900.0,,84.0,0.0,0.0,,0.0,84.0,,0.0,,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Suphan Buri,0.0,0.0,900.0,900.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Surat Thani,0.0,0.0,13760.0,13760.0,7660.0,17014.0,9.1,1250.0,0.0,0.0,23053.0,0.0,0.0,7660.0,23053.0,1501.0,871.0,1953.0,375.0,4.0,0.0,750.0,2.0,12806.0,2.0
2021-04-06,Surin,0.0,0.0,1000.0,1000.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Tak,0.0,0.0,41060.0,41060.0,4176.0,6794.0,5.6,2301.0,0.0,0.0,12218.0,0.0,0.0,4176.0,12218.0,3108.0,1862.0,1270.0,438.0,0.0,0.0,301.0,0.0,2115.0,1.0
2021-04-06,Trang,0.0,0.0,900.0,900.0,,80.0,0.0,0.0,,0.0,80.0,,0.0,,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Trat,0.0,0.0,900.0,900.0,,814.0,0.0,0.0,,0.0,814.0,,0.0,,814.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Ubon Ratchathani,0.0,0.0,1100.0,1100.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Udon Thani,0.0,0.0,1100.0,1100.0,,1100.0,0.0,0.0,,0.0,1054.0,,0.0,,1054.0,1081.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0
2021-04-06,Uthai Thani,0.0,0.0,900.0,900.0,145.0,144.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,145.0,145.0,142.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-06,Uttaradit,0.0,0.0,900.0,900.0,234.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,234.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Yala,0.0,0.0,900.0,900.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,Yasothon,0.0,0.0,900.0,900.0,,3.0,0.0,0.0,,0.0,3.0,,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Amnat Charoen,0.0,0.0,900.0,900.0,,,,,,,,,,,,,,,,,,,,,
2021-04-07,Ang Thong,0.0,0.0,900.0,900.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-07,Bangkok,19610.0,19610.0,88119.0,88119.0,8218.0,89739.0,5.2,5651.0,3102.0,25729.0,99055.0,0.0,0.0,5116.0,73326.0,47869.0,3972.0,8498.0,613.0,10764.0,1.0,6284.0,449.0,16324.0,616.0
2021-04-07,Bueng Kan,0.0,0.0,900.0,900.0,264.0,224.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,264.0,265.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-04-07,Buriram,0.0,0.0,1100.0,1100.0,1041.0,172.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,1041.0,1070.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-07,Chachoengsao,0.0,0.0,900.0,900.0,20.0,900.0,0.0,0.0,0.0,0.0,901.0,0.0,0.0,20.0,901.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Chai Nat,0.0,0.0,900.0,900.0,279.0,346.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,279.0,344.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Chaiyaphum,0.0,0.0,1000.0,1000.0,404.0,778.0,0.0,0.0,0.0,0.0,965.0,0.0,0.0,404.0,965.0,775.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-04-07,Chanthaburi,0.0,0.0,2500.0,2500.0,563.0,1097.0,0.0,0.0,0.0,0.0,884.0,0.0,0.0,563.0,884.0,916.0,0.0,145.0,0.0,0.0,0.0,9.0,0.0,27.0,0.0
2021-04-07,Chiang Mai,0.0,0.0,12140.0,12140.0,1130.0,3782.0,14.2,1724.0,0.0,0.0,5610.0,0.0,0.0,1130.0,5610.0,3551.0,1547.0,202.0,177.0,0.0,0.0,24.0,0.0,5.0,0.0
2021-04-07,Chiang Rai,0.0,0.0,3320.0,3320.0,553.0,616.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,553.0,697.0,588.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-07,Chonburi,0.0,0.0,12360.0,12360.0,,12360.0,19.0,2351.0,,0.0,14717.0,,0.0,,14717.0,10090.0,2254.0,1650.0,61.0,0.0,0.0,70.0,33.0,550.0,3.0
2021-04-07,Chumphon,0.0,0.0,1020.0,1020.0,88.0,422.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,88.0,422.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Kalasin,0.0,0.0,900.0,900.0,181.0,277.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,181.0,320.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-07,Kamphaeng Phet,0.0,0.0,900.0,900.0,179.0,179.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,179.0,179.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-04-07,Kanchanaburi,0.0,0.0,1000.0,1000.0,249.0,678.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,249.0,650.0,663.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0
2021-04-07,Khon Kaen,0.0,0.0,5000.0,5000.0,1022.0,1289.0,0.0,0.0,0.0,0.0,1435.0,0.0,0.0,1022.0,1435.0,1281.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-04-07,Krabi,0.0,0.0,5000.0,5000.0,1365.0,2588.0,0.0,0.0,0.0,0.0,3439.0,0.0,0.0,1365.0,3439.0,1452.0,0.0,209.0,0.0,0.0,0.0,17.0,0.0,910.0,0.0
2021-04-07,Lampang,0.0,0.0,900.0,900.0,,899.0,0.0,0.0,,0.0,213.0,,0.0,,213.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Lamphun,0.0,0.0,900.0,900.0,,,,,,,,,,,,,,,,,,,,,
2021-04-07,Loei,0.0,0.0,1000.0,1000.0,157.0,94.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,157.0,159.0,86.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2021-04-07,Lopburi,0.0,0.0,900.0,900.0,,,,,,,,,,,,,,,,,,,,,
2021-04-07,Mae Hong Son,0.0,0.0,1520.0,1520.0,331.0,371.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,331.0,454.0,289.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2021-04-07,Maha Sarakham,0.0,0.0,900.0,900.0,448.0,205.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,448.0,448.0,203.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2021-04-07,Mukdahan,0.0,0.0,2500.0,2500.0,688.0,1448.0,0.0,0.0,0.0,0.0,1460.0,0.0,0.0,688.0,1460.0,1178.0,0.0,224.0,0.0,0.0,0.0,12.0,0.0,34.0,0.0
2021-04-07,Nakhon Nayok,0.0,0.0,900.0,900.0,,,,,,,,,,,,,,,,,,,,,
2021-04-07,Nakhon Pathom,0.0,0.0,2280.0,2280.0,264.0,2056.0,76.9,1754.0,0.0,0.0,3822.0,0.0,0.0,264.0,3822.0,1549.0,1270.0,437.0,425.0,0.0,0.0,1.0,1.0,69.0,58.0
2021-04-07,Nakhon Phanom,0.0,0.0,900.0,900.0,92.0,6.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,92.0,92.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Nakhon Ratchasima,0.0,0.0,1100.0,1100.0,23.0,407.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,23.0,409.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Nakhon Sawan,0.0,0.0,1000.0,1000.0,186.0,571.0,0.0,0.0,0.0,0.0,573.0,0.0,0.0,186.0,573.0,557.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0
2021-04-07,Nakhon Si Thammarat,0.0,0.0,1100.0,1100.0,299.0,301.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,299.0,305.0,263.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
2021-04-07,Nan,0.0,0.0,900.0,900.0,192.0,683.0,0.0,0.0,0.0,0.0,691.0,0.0,0.0,192.0,691.0,657.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Narathiwat,0.0,0.0,2500.0,2500.0,817.0,1419.0,0.0,0.0,0.0,0.0,1419.0,0.0,0.0,817.0,1419.0,1376.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-04-07,Nong Bua Lamphu,0.0,0.0,900.0,900.0,271.0,173.0,0.0,0.0,0.0,1.0,275.0,0.0,0.0,271.0,274.0,172.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-07,Nong Khai,0.0,0.0,2500.0,2500.0,249.0,1228.0,0.0,0.0,0.0,0.0,1337.0,0.0,0.0,249.0,1337.0,911.0,0.0,234.0,0.0,0.0,0.0,2.0,0.0,81.0,0.0
2021-04-07,Nonthaburi,3400.0,3400.0,16489.0,16489.0,2808.0,12513.0,14.6,2899.0,121.0,3476.0,15888.0,0.0,0.0,2687.0,12412.0,7909.0,2774.0,510.0,35.0,1234.0,0.0,561.0,2.0,2299.0,88.0
2021-04-07,Pathum Thani,2500.0,2500.0,16500.0,16500.0,29.0,6362.0,19.8,3771.0,1.0,2703.0,10528.0,0.0,0.0,28.0,7825.0,3121.0,1834.0,89.0,84.0,112.0,0.0,179.0,135.0,2861.0,1718.0
2021-04-07,Pattani,0.0,0.0,900.0,900.0,,,,,,,,,,,,,,,,,,,,,
2021-04-07,Phang Nga,0.0,0.0,5000.0,5000.0,1067.0,2073.0,0.0,0.0,0.0,0.0,2190.0,0.0,0.0,1067.0,2190.0,658.0,0.0,369.0,0.0,0.0,0.0,64.0,0.0,982.0,0.0
2021-04-07,Phatthalung,0.0,0.0,900.0,900.0,464.0,464.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,464.0,464.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-07,Phayao,0.0,0.0,900.0,900.0,,,,,,0.0,1.0,,0.0,,1.0,,,,,,,,,,
2021-04-07,Phetchabun,0.0,0.0,900.0,900.0,105.0,746.0,0.0,0.0,0.0,0.0,752.0,0.0,0.0,105.0,752.0,717.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Phetchaburi,0.0,0.0,900.0,900.0,14.0,898.0,0.0,0.0,0.0,0.0,898.0,0.0,0.0,14.0,898.0,889.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Phichit,0.0,0.0,900.0,900.0,113.0,65.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,113.0,129.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Phitsanulok,0.0,0.0,900.0,900.0,110.0,110.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Phra Nakhon Si Ayutthaya,0.0,0.0,900.0,900.0,493.0,524.0,0.0,0.0,0.0,0.0,574.0,0.0,0.0,493.0,574.0,437.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,67.0,0.0
2021-04-07,Phrae,0.0,0.0,900.0,900.0,376.0,302.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,376.0,470.0,300.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-04-07,Phuket,0.0,0.0,52000.0,52000.0,15568.0,49700.0,3.8,1978.0,0.0,0.0,64444.0,0.0,0.0,15568.0,64444.0,4357.0,1579.0,9113.0,394.0,0.0,0.0,861.0,1.0,35369.0,4.0
2021-04-07,Prachinburi,0.0,0.0,900.0,900.0,317.0,227.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,317.0,317.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Prachuap Khiri Khan,0.0,0.0,980.0,980.0,200.0,938.0,0.0,0.0,0.0,0.0,937.0,0.0,0.0,200.0,937.0,880.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
2021-04-07,Ranong,0.0,0.0,1520.0,1520.0,743.0,1803.0,0.0,0.0,0.0,0.0,1856.0,0.0,0.0,743.0,1856.0,1493.0,0.0,254.0,0.0,0.0,0.0,3.0,0.0,53.0,0.0
2021-04-07,Ratchaburi,0.0,0.0,1860.0,1860.0,194.0,1364.0,64.5,1199.0,0.0,0.0,2725.0,0.0,0.0,194.0,2725.0,1244.0,1111.0,112.0,80.0,1.0,1.0,6.0,6.0,1.0,1.0
2021-04-07,Rayong,0.0,0.0,10000.0,10000.0,1698.0,3584.0,0.0,0.0,0.0,0.0,3621.0,0.0,0.0,1698.0,3621.0,3025.0,0.0,348.0,0.0,4.0,0.0,51.0,0.0,156.0,0.0
2021-04-07,Roi Et,0.0,0.0,1000.0,1000.0,243.0,363.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,243.0,363.0,341.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0
2021-04-07,Sa Kaeo,0.0,0.0,5000.0,5000.0,1031.0,786.0,0.0,0.0,0.0,0.0,1031.0,0.0,0.0,1031.0,1031.0,75.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,706.0,0.0
2021-04-07,Sakon Nakhon,0.0,0.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,
2021-04-07,Samut Prakan,2500.0,2500.0,17000.0,17000.0,3138.0,12862.0,15.1,2945.0,55.0,2786.0,16429.0,0.0,0.0,3083.0,13643.0,6493.0,2866.0,3365.0,27.0,1791.0,0.0,196.0,41.0,1017.0,11.0
2021-04-07,Samut Sakhon,15000.0,15000.0,60000.0,60000.0,7655.0,70753.0,34.8,26118.0,779.0,15629.0,98420.0,0.0,0.0,6876.0,82791.0,8358.0,7147.0,3917.0,2479.0,9036.0,5.0,7282.0,2455.0,42160.0,14032.0
2021-04-07,Samut Songkhram,0.0,0.0,1500.0,1500.0,420.0,1409.0,66.6,999.0,0.0,0.0,2416.0,0.0,0.0,420.0,2416.0,1367.0,999.0,1.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0
2021-04-07,Saraburi,0.0,0.0,900.0,900.0,,50.0,0.0,0.0,,0.0,50.0,,0.0,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Satun,0.0,0.0,900.0,900.0,160.0,64.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,160.0,160.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Sing Buri,0.0,0.0,900.0,900.0,48.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,48.0,44.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Sisaket,0.0,0.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,
2021-04-07,Songkhla,0.0,0.0,2520.0,2520.0,1553.0,2647.0,0.0,0.0,0.0,0.0,2648.0,0.0,0.0,1553.0,2648.0,2030.0,0.0,587.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
2021-04-07,Sukhothai,0.0,0.0,900.0,900.0,138.0,223.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,138.0,222.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Suphan Buri,0.0,0.0,900.0,900.0,118.0,80.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,118.0,119.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Surat Thani,0.0,0.0,13760.0,13760.0,4453.0,24359.0,9.1,1251.0,0.0,0.0,27506.0,0.0,0.0,4453.0,27506.0,1635.0,872.0,2180.0,375.0,8.0,0.0,1066.0,2.0,19470.0,2.0
2021-04-07,Surin,0.0,0.0,1000.0,1000.0,398.0,371.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,398.0,398.0,362.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2021-04-07,Tak,0.0,0.0,41060.0,41060.0,5169.0,12394.0,5.6,2304.0,0.0,0.0,17387.0,0.0,0.0,5169.0,17387.0,4074.0,1864.0,2129.0,439.0,1.0,0.0,611.0,0.0,5579.0,1.0
2021-04-07,Trang,0.0,0.0,900.0,900.0,177.0,257.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,177.0,257.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2021-04-07,Trat,0.0,0.0,900.0,900.0,86.0,900.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,86.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,Ubon Ratchathani,0.0,0.0,1100.0,1100.0,,,,,,0.0,1.0,,0.0,,1.0,,,,,,,,,,
2021-04-07,Udon Thani,0.0,0.0,1100.0,1100.0,,1100.0,0.0,0.0,,0.0,1054.0,,0.0,,1054.0,1088.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0
2021-04-07,Uthai Thani,0.0,0.0,900.0,900.0,306.0,451.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,306.0,451.0,449.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-07,Uttaradit,0.0,0.0,900.0,900.0,,229.0,0.0,0.0,,0.0,234.0,,0.0,,234.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0
2021-04-07,Yala,0.0,0.0,900.0,900.0,174.0,180.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,174.0,174.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2021-04-07,Yasothon,0.0,0.0,900.0,900.0,378.0,251.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,378.0,381.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,Amnat Charoen,0.0,0.0,900.0,900.0,128.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,128.0,127.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,Ang Thong,0.0,0.0,900.0,900.0,128.0,178.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,128.0,178.0,176.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-08,Bangkok,19630.0,19630.0,88193.0,88193.0,10163.0,96430.0,6.6,7115.0,2977.0,28706.0,109218.0,0.0,0.0,7186.0,80512.0,51021.0,4210.0,9305.0,888.0,11614.0,1.0,6910.0,717.0,17580.0,1299.0
2021-04-08,Bueng Kan,0.0,0.0,900.0,900.0,308.0,558.0,0.0,0.0,0.0,0.0,573.0,0.0,0.0,308.0,573.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-04-08,Buriram,0.0,0.0,1100.0,1100.0,31.0,752.0,0.0,0.0,0.0,0.0,1101.0,0.0,0.0,31.0,1101.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2021-04-08,Chachoengsao,0.0,0.0,900.0,900.0,,900.0,0.0,0.0,,0.0,901.0,,0.0,,901.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,Chai Nat,0.0,0.0,900.0,900.0,427.0,765.0,0.0,0.0,0.0,0.0,771.0,0.0,0.0,427.0,771.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2021-04-08,Chaiyaphum,0.0,0.0,1000.0,1000.0,,949.0,0.0,0.0,,0.0,965.0,,0.0,,965.0,944.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2021-04-08,Chanthaburi,0.0,0.0,2500.0,2500.0,880.0,1891.0,0.0,0.0,0.0,0.0,1764.0,0.0,0.0,880.0,1764.0,1562.0,0.0,233.0,0.0,0.0,0.0,19.0,0.0,77.0,0.0
2021-04-08,Chiang Mai,0.0,0.0,12140.0,12140.0,1557.0,5158.0,14.4,1752.0,0.0,0.0,7167.0,0.0,0.0,1557.0,7167.0,4615.0,1575.0,348.0,177.0,0.0,0.0,139.0,0.0,56.0,0.0
2021-04-08,Chiang Rai,0.0,0.0,3320.0,3320.0,1302.0,1681.0,0.0,0.0,0.0,0.0,1999.0,0.0,0.0,1302.0,1999.0,1376.0,0.0,148.0,0.0,0.0,0.0,2.0,0.0,155.0,0.0
2021-04-08,Chonburi,0.0,0.0,12360.0,12360.0,,12360.0,19.0,2351.0,,0.0,14717.0,,0.0,,14717.0,10090.0,2254.0,1650.0,61.0,0.0,0.0,70.0,33.0,550.0,3.0
2021-04-08,Chumphon,0.0,0.0,1020.0,1020.0,184.0,606.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,184.0,606.0,551.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,Kalasin,0.0,0.0,900.0,900.0,513.0,832.0,0.0,0.0,0.0,0.0,833.0,0.0,0.0,513.0,833.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,Kamphaeng Phet,0.0,0.0,900.0,900.0,276.0,455.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,276.0,455.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-04-08,Kanchanaburi,0.0,0.0,1000.0,1000.0,166.0,871.0,0.0,0.0,0.0,0.0,816.0,0.0,0.0,166.0,816.0,859.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0
2021-04-08,Khon Kaen,0.0,0.0,5000.0,5000.0,1654.0,2943.0,0.0,0.0,0.0,0.0,3089.0,0.0,0.0,1654.0,3089.0,2821.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2021-04-08,Krabi,0.0,0.0,5000.0,5000.0,1025.0,3908.0,0.0,0.0,0.0,0.0,4464.0,0.0,0.0,1025.0,4464.0,2063.0,0.0,346.0,0.0,0.0,0.0,78.0,0.0,1421.0,0.0
2021-04-08,Lampang,0.0,0.0,900.0,900.0,,899.0,0.0,0.0,,0.0,213.0,,0.0,,213.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,Lamphun,0.0,0.0,900.0,900.0,394.0,394.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,394.0,394.0,391.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2021-04-08,Loei,0.0,0.0,1000.0,1000.0,664.0,725.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,664.0,823.0,657.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,56.0,0.0
2021-04-08,Lopburi,0.0,0.0,900.0,900.0,229.0,209.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,229.0,229.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2021-04-08,Mae Hong Son,0.0,0.0,1520.0,1520.0,458.0,911.0,0.0,0.0,0.0,0.0,912.0,0.0,0.0,458.0,912.0,824.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2021-04-08,Maha Sarakham,0.0,0.0,900.0,900.0,297.0,523.0,0.0,0.0,0.0,0.0,745.0,0.0,0.0,297.0,745.0,521.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2021-04-08,Mukdahan,0.0,0.0,2500.0,2500.0,488.0,1983.0,0.0,0.0,0.0,0.0,1948.0,0.0,0.0,488.0,1948.0,1547.0,0.0,329.0,0.0,0.0,0.0,15.0,0.0,92.0,0.0
2021-04-08,Nakhon Nayok,0.0,0.0,900.0,900.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,Nakhon Pathom,0.0,0.0,2280.0,2280.0,130.0,2173.0,77.1,1759.0,0.0,0.0,3952.0,0.0,0.0,130.0,3952.0,1662.0,1275.0,441.0,425.0,0.0,0.0,1.0,1.0,69.0,58.0
2021-04-08,Nakhon Phanom,0.0,0.0,900.0,900.0,440.0,438.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,440.0,532.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-04-08,Nakhon Ratchasima,0.0,0.0,1100.0,1100.0,74.0,479.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,74.0,483.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
